financial_year,ratio_per_1000_beds,ratio_per_100k_discharges,ratio_per_100k_patient_days,pooled_nt_per_1000_beds,pooled_urban_per_1000_beds
2021-22,4.039954519855059,4.926832775603937,4.12964654491604,3.43226327478296,0.8495796816311929
2022-23,4.021392829749599,4.87380044987289,4.193995031216018,3.370675126400317,0.8381859890594671
